german_credit,checking_status,duration,credit_history,purpose,credit_real,credit_amount,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,class
2,21,1,4,5248,0,1,3,0,0,2,3,15,0,0,1,0,0,1,0,1
2,7,1,4,3029,1,2,1,0,0,1,3,24,0,0,1,0,0,1,0,1
0,0,1,2,428,1,0,1,1,0,3,1,2,1,0,1,0,0,0,0,1
0,12,1,3,976,1,4,3,1,0,1,3,27,0,0,1,1,0,1,0,0
1,2,1,5,841,4,2,1,1,0,0,0,27,0,2,1,1,0,1,0,1
2,6,0,0,5771,1,2,0,1,0,1,3,8,0,0,0,0,0,1,0,1
2,2,2,7,1555,3,0,0,0,0,0,2,47,0,1,0,0,1,1,0,0
0,4,1,3,1285,0,2,0,1,0,0,2,11,0,2,1,0,0,1,0,0
3,0,0,3,1299,1,1,3,0,0,3,0,44,0,0,2,3,1,1,1,1
3,7,0,0,1271,0,1,2,0,0,0,2,17,0,1,0,0,0,0,0,0
2,4,1,3,1393,1,1,1,0,1,1,0,13,0,0,1,0,0,0,0,1
0,2,0,3,691,1,0,0,0,0,2,1,5,0,0,0,0,0,1,0,0
2,7,0,3,5045,0,0,3,1,0,0,3,52,0,0,1,0,0,0,0,1
0,12,0,2,2124,1,1,0,1,0,0,0,9,0,2,0,0,0,1,0,0
0,2,1,0,2214,1,1,0,0,0,2,1,9,0,0,1,1,0,1,0,1
2,21,0,3,12680,0,0,0,0,0,0,2,22,0,1,1,2,0,0,0,0
2,4,0,3,2463,4,2,0,3,0,2,1,21,0,0,0,0,0,0,0,1
1,2,1,0,1155,1,0,2,3,1,2,0,34,1,0,0,1,0,1,0,1
0,6,1,2,3108,1,4,1,2,0,0,1,13,0,0,1,1,0,1,0,0
2,9,1,4,2901,0,4,3,1,0,0,0,13,0,2,1,0,0,1,0,1
1,2,0,2,3617,1,0,3,0,0,0,3,7,0,2,2,0,0,0,0,1
2,2,0,0,1655,1,0,1,0,0,0,0,20,0,0,0,1,0,0,0,1
0,4,1,4,2812,0,0,1,1,0,0,0,15,0,2,1,0,0,1,0,1
0,5,0,1,8065,1,1,2,1,0,1,2,8,0,0,0,2,0,0,0,0
2,21,0,4,3275,1,0,3,0,0,0,3,16,0,0,1,2,0,0,0,1
2,4,0,0,2223,4,0,0,0,0,0,1,29,1,0,0,0,0,1,0,1
3,2,0,3,1480,2,3,1,0,0,0,2,35,1,1,2,3,0,1,0,1
0,4,1,3,1371,0,1,0,1,0,0,0,8,0,2,1,0,0,1,0,0
2,5,0,3,3535,1,2,0,0,0,0,3,25,0,0,0,0,0,0,0,1
0,12,1,0,3509,1,2,0,1,1,3,0,8,0,0,1,0,0,1,0,1
2,5,0,4,5711,3,0,0,0,0,1,3,41,0,0,0,2,0,0,0,1
1,12,1,7,3872,1,3,1,1,0,0,3,0,0,0,1,0,0,0,0,1
1,27,0,0,4933,1,2,1,0,1,1,0,8,0,0,0,0,0,1,0,0
2,4,0,3,1940,3,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1
1,2,3,9,1410,1,1,1,0,0,1,0,13,0,0,1,1,0,0,0,1
1,2,1,3,836,4,4,0,1,0,1,1,27,1,0,1,1,0,1,0,0
1,18,1,4,6468,0,3,3,2,0,0,0,10,0,0,1,2,0,0,0,1
1,12,1,5,1941,3,1,0,0,0,1,1,5,0,0,1,1,0,0,0,1
2,26,1,0,2675,2,0,2,0,0,0,3,34,0,0,1,0,0,1,0,1
2,1,0,4,2751,0,0,0,0,0,2,3,41,0,0,0,0,1,0,0,1
1,1,2,1,6224,1,0,0,0,0,0,2,30,0,1,1,0,0,1,0,0
0,32,0,1,5998,1,1,0,0,0,2,2,21,1,0,1,0,0,0,0,0
1,21,1,5,1188,1,0,1,1,0,0,1,17,0,0,1,0,1,1,0,0
2,4,1,4,6313,0,0,2,0,0,0,3,33,0,0,1,2,1,0,0,1
2,0,0,2,1221,0,1,3,3,0,1,1,21,0,0,0,0,0,1,0,1
3,4,1,2,2892,1,0,2,2,0,0,2,32,0,1,1,0,0,1,0,1
2,4,1,2,3062,2,0,0,0,0,2,2,11,0,2,1,0,0,0,0,1
2,8,1,2,2301,4,4,1,1,0,0,1,1,0,2,1,0,0,1,0,1
0,12,1,4,7511,0,0,3,0,0,0,1,32,0,1,1,0,1,0,0,0
2,2,0,2,1258,1,4,1,1,0,0,1,1,0,2,0,1,0,1,0,1
2,4,2,3,717,0,0,0,3,0,0,3,38,0,0,0,0,0,0,0,1
1,8,1,3,1549,0,4,0,0,0,1,0,5,0,0,1,3,0,1,0,1
2,4,0,1,1597,1,0,0,0,0,0,2,38,0,1,0,0,1,1,0,1
1,12,0,0,1795,1,0,2,1,1,0,0,14,1,2,0,1,0,0,0,1
0,18,0,2,4272,1,0,3,1,0,0,1,9,0,0,0,0,0,1,0,1
2,2,0,0,976,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,1
1,2,1,3,7472,0,3,3,1,0,1,0,9,0,2,1,3,0,1,0,1
0,5,1,3,9271,1,2,1,0,0,3,3,9,0,0,1,0,0,0,0,0
1,0,1,0,590,1,4,2,3,0,2,0,15,0,0,1,1,0,1,1,1
2,2,0,0,930,0,0,0,0,0,0,0,43,0,0,3,0,0,1,0,1
1,3,4,4,9283,1,3,3,0,0,1,2,47,1,1,1,2,0,0,0,1
1,7,3,3,1778,1,4,1,1,0,3,0,15,0,2,0,3,0,1,0,0
1,16,1,5,907,1,4,2,3,0,1,0,15,0,0,1,0,0,0,0,1
1,0,1,0,484,1,2,2,3,1,2,0,7,1,0,1,1,0,1,0,1
0,5,0,4,9629,1,2,0,0,0,0,3,9,0,0,0,0,0,0,0,0
0,1,1,6,3051,1,1,2,0,0,0,3,38,0,0,1,0,0,1,0,0
0,1,1,3,3931,1,2,0,0,0,0,2,31,0,1,1,0,1,1,0,0
1,5,2,3,7432,1,1,1,1,0,1,1,38,0,2,1,0,0,1,0,1
2,0,1,6,1338,2,1,3,2,0,0,0,51,0,0,1,0,0,1,0,1
2,0,0,0,1554,1,2,3,1,0,1,3,9,0,2,0,0,0,0,0,1
0,5,1,8,15857,1,3,1,2,2,2,3,46,0,0,1,2,0,1,0,1
0,12,1,0,1345,1,1,0,3,0,2,0,15,1,0,1,0,0,1,0,0
2,2,1,3,1101,1,1,2,3,0,1,0,21,0,0,0,0,0,0,0,1
3,2,1,0,3016,1,1,2,3,0,3,3,9,0,0,1,0,0,1,0,1
0,5,1,2,2712,1,0,1,0,0,1,1,33,1,0,1,0,1,1,0,0
0,16,0,3,731,1,0,0,0,0,0,0,36,0,0,0,1,0,1,0,1
2,12,0,2,3780,1,4,2,2,0,1,3,5,0,0,0,2,0,0,0,1
0,21,0,3,1602,1,0,0,3,0,2,3,22,0,0,0,0,0,0,0,1
0,12,0,3,3966,1,0,3,1,0,0,0,24,1,2,2,0,0,0,0,0
2,12,3,5,4165,1,1,1,0,0,1,3,16,2,0,0,0,1,1,0,0
0,5,1,4,8335,0,0,2,0,0,0,2,36,0,1,1,0,0,1,0,0
1,1,2,5,6681,0,1,0,0,0,0,2,41,0,1,1,0,1,0,0,1
2,4,2,5,2375,2,1,0,0,0,1,3,12,0,0,0,0,1,0,0,1
0,12,1,3,1216,1,4,0,1,0,2,3,27,0,2,1,0,0,0,0,0
0,13,3,5,11816,1,0,1,0,0,0,3,28,0,2,0,0,0,1,0,0
1,4,1,0,5084,0,0,1,1,0,0,3,18,0,0,1,0,0,0,0,1
3,7,1,0,2327,1,4,1,1,0,2,0,8,0,0,1,1,0,1,0,0
0,2,3,3,1082,1,1,0,0,0,0,3,14,1,0,0,0,0,1,0,0
2,2,1,0,886,0,1,0,1,0,1,3,40,0,0,1,0,0,1,0,1
2,23,1,2,601,1,4,3,1,0,2,0,27,0,2,1,1,1,1,0,1
0,4,0,4,2957,1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1
2,4,0,0,2611,1,0,0,3,2,2,0,31,0,0,0,0,0,1,0,1
0,5,1,2,5179,1,2,0,0,0,1,1,28,0,0,1,0,0,1,0,0
2,21,2,4,2993,1,1,2,0,0,1,0,7,2,0,0,1,0,1,0,1
2,12,1,7,1943,1,4,0,1,0,0,0,27,0,0,1,0,0,1,0,0
2,4,4,5,1559,1,2,0,0,0,0,3,30,1,0,1,0,0,0,0,1
2,12,1,2,3422,1,0,0,0,0,0,1,36,1,0,2,0,1,0,0,1
1,21,1,2,3976,0,2,1,0,0,2,3,5,0,0,1,0,0,0,0,1
2,12,1,3,6761,0,1,1,0,0,0,3,45,0,2,0,0,0,1,0,0
2,4,1,3,1249,1,4,0,3,0,1,0,7,0,0,1,0,0,1,0,1
0,8,1,0,1364,1,2,2,0,0,0,0,52,0,0,1,0,0,1,0,1
0,2,1,0,709,1,0,0,0,0,0,0,23,2,0,1,1,0,1,0,0
0,18,0,3,2235,1,1,0,3,1,1,1,24,1,2,0,0,0,1,1,0
2,4,0,4,4042,0,2,2,0,0,0,1,46,0,0,0,0,0,0,0,1
2,7,0,0,1471,1,1,0,0,0,0,2,5,0,1,0,0,0,0,0,1
0,12,4,3,1442,1,2,0,0,0,0,2,11,0,1,0,1,1,1,0,0
2,5,2,3,10875,1,0,1,0,0,1,3,3,0,0,0,0,1,0,0,1
2,4,1,3,1474,4,4,0,3,0,2,0,24,0,0,1,0,0,0,0,1
2,9,1,9,894,0,2,0,1,0,2,1,34,0,0,1,0,0,0,0,1
2,7,0,2,3343,1,1,0,0,0,1,2,7,0,1,1,0,0,0,0,1
0,7,1,3,3959,1,1,2,1,0,1,1,28,0,0,1,0,0,0,0,0
2,8,1,3,3577,4,1,3,0,1,1,0,15,0,2,1,0,1,1,1,1
2,4,0,4,5804,3,1,0,0,0,1,0,21,0,0,0,0,0,1,0,1
2,12,2,5,2169,1,1,0,3,0,1,3,7,0,0,1,0,0,0,0,0
0,4,1,0,2439,1,4,0,1,0,0,0,5,0,0,1,0,0,0,0,0
2,15,0,2,4526,3,4,0,0,0,1,0,11,2,0,0,1,1,0,0,1
2,9,1,2,2210,1,1,1,0,0,1,0,8,1,2,1,1,0,1,0,0
2,7,1,2,2221,2,1,1,1,0,0,3,39,0,2,1,0,0,1,0,1
0,12,1,0,2389,1,4,0,1,0,3,3,21,2,0,1,0,0,1,0,1
2,2,0,2,3331,1,0,1,0,0,0,1,18,2,0,1,0,0,1,0,1
2,5,1,5,7409,0,0,2,0,0,1,1,25,0,0,0,0,0,1,0,1
0,2,1,2,652,1,0,0,1,0,0,1,9,0,2,1,0,0,1,0,1
2,5,2,2,7678,2,2,1,1,0,0,3,34,0,0,0,0,0,0,0,1
3,0,0,3,1343,1,0,3,0,0,0,0,31,0,0,0,0,1,1,1,1
0,4,0,5,1382,4,2,0,0,0,3,0,15,0,0,0,0,0,0,0,1
2,7,1,6,874,0,4,0,1,0,3,0,9,0,0,1,0,0,1,0,1
0,2,1,2,3590,1,1,1,0,2,1,1,28,0,0,1,1,1,1,0,1
1,14,0,3,1322,3,1,0,1,0,0,3,34,0,0,0,0,0,1,0,1
0,12,4,0,1940,1,4,2,0,2,0,2,16,1,1,1,2,0,0,0,1
2,5,1,0,3595,1,0,0,0,0,1,3,7,0,0,1,0,0,1,0,1
0,8,1,3,1422,1,4,2,0,0,1,2,21,0,1,1,2,0,0,0,0
2,6,0,0,6742,0,2,1,0,0,2,1,16,0,0,0,0,0,1,0,1
2,4,1,4,7814,1,2,2,0,0,2,3,41,0,0,1,2,0,0,0,1
2,4,1,4,9277,0,1,1,2,0,0,2,14,0,1,1,0,0,0,0,1
1,6,0,3,2181,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,1
2,12,0,0,1098,1,3,0,1,0,0,3,43,0,0,0,3,0,1,0,1
1,4,1,2,4057,1,2,2,2,0,2,3,46,0,0,1,0,0,0,0,0
0,2,1,1,795,1,4,0,1,0,0,1,4,0,0,1,0,0,1,0,0
1,4,0,5,2825,0,2,0,0,0,2,2,19,0,0,0,0,1,0,0,1
1,1,1,5,15672,1,1,1,0,0,1,3,27,0,0,1,0,0,0,0,0
2,5,0,3,6614,1,0,0,0,0,0,3,19,0,0,0,2,0,0,0,1
2,28,4,4,7824,0,4,2,0,1,0,0,34,1,2,0,0,1,0,0,1
0,15,0,5,2442,1,0,0,0,0,0,3,46,2,0,3,2,1,0,0,1
2,7,0,0,1829,1,0,0,0,0,0,3,31,0,0,0,0,0,0,0,1
0,2,0,3,2171,1,1,0,0,0,0,1,41,1,0,0,1,0,1,1,1
1,5,0,4,5800,1,1,2,0,0,0,3,19,0,0,0,0,0,0,0,1
2,12,0,0,1169,0,1,0,0,0,2,1,28,0,0,0,0,0,0,0,1
2,5,2,4,8947,0,2,2,0,0,1,3,13,2,0,1,2,1,0,0,1
0,21,1,0,2606,1,4,0,1,0,0,1,7,0,2,1,2,0,0,0,1
2,2,0,2,1592,3,2,2,1,0,1,1,5,0,0,1,0,0,1,1,1
2,7,1,2,2186,0,2,3,1,0,0,0,24,1,2,1,1,0,1,0,1
0,12,1,2,4153,1,1,1,0,2,2,3,18,0,0,1,0,0,1,0,0
0,22,0,3,2625,1,0,1,0,1,0,1,46,1,2,1,0,0,0,0,0
2,18,0,3,3485,0,4,1,2,0,0,0,12,0,0,0,0,0,0,0,1
2,5,0,4,10477,0,0,1,0,0,0,2,18,0,1,0,0,0,1,0,1
2,7,1,0,1386,0,1,0,3,0,1,0,34,0,2,1,0,0,0,0,1
2,4,1,0,1278,1,0,0,0,0,3,0,16,0,0,1,2,0,0,0,1
0,2,1,0,1107,1,1,1,0,0,1,0,39,0,2,1,2,1,0,0,1
0,21,1,3,3763,0,2,1,0,2,1,0,9,0,0,1,1,0,1,1,1
1,5,1,1,3711,0,1,1,3,0,1,3,21,0,0,1,0,0,1,0,1
2,7,2,4,3594,1,4,3,1,0,1,1,31,0,0,0,1,0,1,0,1
1,8,1,3,3195,0,1,3,1,0,1,0,24,0,0,1,1,0,1,0,1
2,5,2,0,4454,1,1,0,1,0,0,0,19,0,0,0,0,0,1,0,1
1,4,0,2,4736,1,4,1,1,0,0,3,8,1,0,1,1,0,1,0,0
1,6,1,0,2991,0,0,1,1,0,0,3,8,0,0,1,0,0,1,0,1
2,14,1,5,2142,3,0,3,2,0,1,0,7,0,0,1,0,0,0,0,1
0,4,4,5,3161,1,1,0,0,0,1,1,13,0,2,1,0,0,0,0,0
1,1,3,8,18424,1,1,3,1,0,1,1,11,1,0,1,2,0,0,1,0
2,9,1,4,2848,4,1,3,0,2,1,0,11,0,0,1,0,1,1,0,1
0,0,1,3,14896,1,0,3,0,0,0,2,45,1,0,1,2,0,0,0,0
0,4,1,2,2359,4,3,3,2,0,3,1,24,0,0,1,0,0,1,0,0
0,4,1,2,3345,1,0,0,0,0,1,1,17,0,2,1,2,0,0,0,0
2,12,0,2,1817,1,1,0,1,0,1,2,7,0,0,0,0,0,1,0,1
2,1,2,0,12749,2,2,0,0,0,3,3,25,0,0,1,2,0,0,0,1
0,8,1,0,1366,1,4,2,1,0,0,1,1,0,2,1,0,0,1,0,0
1,2,1,3,2002,1,2,2,0,0,0,1,22,0,2,1,0,1,0,0,1
0,4,4,2,6872,1,4,1,2,0,3,1,47,1,0,1,0,0,0,0,0
0,2,4,3,697,1,4,0,0,0,1,3,31,1,0,0,0,0,0,0,0
0,12,0,2,1049,1,4,0,1,0,0,1,40,0,2,1,0,0,1,0,1
0,1,1,4,10297,1,2,0,0,0,0,2,17,2,1,2,0,1,0,0,0
2,6,1,0,1867,0,0,0,0,0,0,3,26,0,0,1,0,0,0,0,1
0,2,2,3,1344,1,1,0,0,0,1,0,46,0,0,0,1,1,1,0,1
0,4,1,2,1747,1,4,0,0,2,3,1,9,0,0,1,1,0,1,1,1
1,8,1,0,1670,1,4,0,1,0,1,3,1,0,0,1,0,0,0,0,0
2,8,0,3,1224,1,1,2,0,0,3,0,22,0,0,0,0,0,1,0,1
2,2,0,0,522,2,0,0,0,0,0,1,18,0,0,0,0,1,0,0,1
0,2,1,0,1498,1,1,0,1,0,3,3,27,1,0,1,0,0,1,0,1
1,6,2,0,1919,4,4,0,0,0,2,2,22,2,0,0,2,0,1,0,0
3,8,1,0,745,1,1,2,1,0,1,0,7,0,0,1,1,0,1,0,0
1,0,1,0,2063,1,4,0,3,0,2,3,22,0,2,1,2,0,0,0,1
1,11,1,1,6288,1,1,0,0,0,0,2,18,0,1,1,0,0,1,0,0
2,4,0,4,6842,0,1,1,0,0,0,1,31,0,0,0,2,1,0,0,1
2,2,1,3,3527,0,4,1,0,0,2,1,3,0,0,1,2,1,0,0,1
2,9,1,3,1546,1,1,2,0,0,1,0,13,0,0,1,1,1,1,1,1
2,4,1,2,929,0,2,0,0,0,1,3,13,2,0,1,0,0,0,0,1
2,23,0,3,1455,1,2,1,0,0,3,0,18,0,0,2,1,1,1,0,1
0,7,1,2,1845,1,4,0,1,1,3,1,31,0,2,1,0,0,1,0,1
1,1,3,3,8358,2,4,3,1,0,3,3,22,0,0,0,0,0,1,0,1
0,4,4,2,3349,2,4,0,0,0,0,2,22,0,1,1,0,1,0,0,0
2,2,1,3,2859,0,3,0,0,0,0,2,41,0,0,1,2,0,0,0,1
2,12,1,2,1533,1,4,0,3,2,3,1,46,0,0,1,1,1,1,0,0
2,4,1,0,3621,4,0,1,0,0,0,3,13,0,0,0,0,0,1,0,0
1,12,0,5,3590,1,3,2,3,0,2,3,34,0,0,2,3,1,0,0,1
0,5,2,5,2145,1,2,1,0,0,3,3,9,0,0,0,0,0,0,0,0
1,4,1,4,4113,2,4,2,1,0,0,3,7,0,2,1,0,0,1,0,0
2,5,1,2,10974,1,3,0,1,0,1,3,15,0,0,0,2,0,0,0,0
0,2,1,3,1893,1,1,0,1,1,0,1,28,0,0,1,0,0,0,0,1
0,4,0,0,1231,3,0,0,1,0,0,1,23,0,2,0,2,0,0,0,1
3,6,0,0,3656,0,0,0,0,0,0,1,2,2,0,0,1,0,1,0,1
1,8,0,0,1154,1,0,1,0,0,0,0,25,0,0,2,1,0,1,0,1
0,28,1,3,4006,1,1,2,0,0,1,3,3,0,0,1,1,0,1,0,0
1,4,1,2,3069,4,0,0,0,0,0,2,22,0,1,1,0,0,1,0,1
2,0,0,0,1740,1,0,1,3,0,1,0,22,0,2,0,0,0,1,0,1
1,21,2,3,2353,1,1,3,2,0,0,1,36,0,0,0,0,0,1,0,1
2,7,1,3,3556,0,1,2,0,0,1,2,28,0,0,1,0,0,1,0,1
2,4,1,0,2397,2,0,2,0,0,1,3,5,1,0,0,0,0,0,0,0
1,0,1,7,454,1,4,2,3,0,3,1,1,0,0,1,1,0,1,0,1
1,6,1,0,1715,0,1,0,1,0,3,3,15,0,0,1,0,0,1,0,1
1,15,0,0,2520,2,1,0,0,0,1,1,27,0,0,0,1,0,1,0,0
2,7,1,0,3568,1,0,0,1,0,1,3,38,1,2,1,2,0,0,0,1
2,3,1,0,7166,0,2,1,3,0,0,1,28,0,2,1,0,0,0,0,1
0,14,0,3,3939,1,1,3,0,0,1,0,34,0,0,0,1,1,1,0,1
1,7,1,7,1514,4,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1
2,4,1,3,7393,1,1,3,0,0,0,1,46,0,0,1,1,1,1,0,1
0,4,4,3,1193,1,3,3,1,2,0,2,28,0,2,0,3,0,1,0,0
0,11,1,5,7297,1,0,0,0,2,0,2,16,0,2,1,0,0,1,0,0
2,6,0,0,2831,1,1,0,1,0,1,3,24,0,0,1,0,0,0,0,1
3,4,1,0,1258,2,1,2,1,0,2,3,23,0,0,1,1,0,1,0,1
1,0,1,0,753,1,1,1,1,1,2,0,48,0,0,1,0,0,1,0,1
1,12,2,5,2427,0,0,0,0,0,1,1,18,0,0,0,0,0,1,0,1
2,4,2,3,2538,1,0,0,0,0,0,3,36,0,0,0,1,1,1,0,0
1,7,4,3,1264,4,1,1,3,0,1,1,8,0,2,1,0,0,1,0,0
1,6,0,2,8386,1,2,1,0,0,1,1,2,0,0,1,0,0,1,0,0
2,1,1,5,4844,1,3,2,0,0,1,3,24,1,2,1,2,0,0,0,0
3,21,1,3,2923,4,1,3,1,0,3,3,7,1,0,1,2,0,0,0,1
0,5,1,4,8229,1,1,1,0,0,1,1,15,0,0,1,0,1,1,0,0
2,4,0,2,2028,1,2,1,0,0,1,1,22,0,0,0,1,0,1,0,1
0,7,0,2,1433,1,1,0,1,0,2,1,8,0,2,0,0,0,1,0,1
3,3,3,5,6289,1,4,1,2,0,3,1,24,0,0,0,0,0,1,0,1
2,25,1,0,1409,4,3,1,1,0,0,0,48,0,0,1,0,0,1,0,1
0,4,1,4,6579,1,3,0,0,0,1,2,28,0,1,1,2,0,0,0,1
1,4,0,0,1743,1,0,0,0,0,1,1,14,0,0,0,1,0,1,0,1
2,2,0,1,3565,0,4,1,0,0,3,1,25,0,0,0,1,1,1,0,1
2,7,4,0,1569,4,0,0,0,0,0,3,19,1,0,1,1,1,1,0,1
0,12,1,0,1936,0,2,1,3,0,0,3,27,0,2,0,1,0,1,0,1
0,5,1,2,3959,1,3,0,0,0,2,1,22,0,0,1,2,0,0,0,1
2,2,1,3,2390,0,0,0,0,0,2,3,30,0,0,1,0,0,0,0,1
2,2,1,2,1736,1,2,2,1,0,0,0,13,0,0,1,1,0,1,0,1
0,6,1,4,3857,1,1,0,2,0,0,1,34,0,0,1,2,0,0,0,1
2,2,1,0,804,1,0,0,0,0,0,3,41,0,0,1,0,0,1,0,1
0,13,1,0,1845,1,1,0,0,0,0,2,27,0,1,1,0,0,0,0,0
1,13,0,4,4576,4,3,2,0,0,0,3,21,0,0,1,0,0,1,0,1
